date,symbol,engagement_ratio,rank
2022-06-30,MNST,0.17862855353488452,64.0
2022-06-30,MO,0.17549348254726546,68.0
2022-06-30,MPC,0.3722034101644329,17.0
2022-06-30,MRNA,0.29243203730404316,24.0
2022-06-30,MRO,0.2933366814836774,23.0
2022-06-30,MSFT,0.20236577483822088,51.0
2022-06-30,MU,0.1795707726959397,62.0
2022-06-30,NCLH,0.2911841171004731,25.0
2022-06-30,NFLX,0.19542215710217595,54.0
2022-06-30,NKE,0.1405243244328311,81.0
2022-06-30,NUE,0.21646494697876265,43.0
2022-06-30,NVDA,0.17981263509595072,61.0
2022-06-30,OXY,0.17590266337378654,67.0
2022-06-30,PEP,0.15609179931562667,75.0
2022-06-30,PFE,0.24862151015928677,33.0
2022-06-30,PG,0.1632441682919029,72.0
2022-06-30,PM,0.3134221304446992,22.0
2022-06-30,PYPL,0.21473846122861814,46.0
2022-06-30,RCL,0.2160616990621565,44.0
2022-06-30,REGN,0.47301979501398733,8.0
2022-06-30,SLB,0.23173042035027877,41.0
2022-06-30,STZ,0.6881766196114621,2.0
2022-06-30,T,0.3166068937508625,21.0
2022-06-30,TMO,0.31872776703605166,20.0
2022-06-30,TSLA,0.12257614959105094,82.0
2022-06-30,TSN,0.2889242522919359,26.0
2022-06-30,V,0.2146560845584334,47.0
2022-06-30,XOM,0.16791174368052328,70.0
2022-07-31,A,0.5334388085325783,5.0
2022-07-31,AAL,0.2702382852652435,40.0
2022-07-31,AAP,0.35555555555555557,19.0
2022-07-31,AAPL,0.18501457296308002,77.0
2022-07-31,ABBV,0.1696877909203154,81.0
2022-07-31,ABT,0.4027723746070518,12.0
2022-07-31,AEP,0.2665601237557566,41.0
2022-07-31,AES,0.31272395991497115,30.0
2022-07-31,AMD,0.23476432014144558,56.0
2022-07-31,AMZN,0.18176208483280004,80.0
2022-07-31,ATVI,0.2648253481609257,44.0
2022-07-31,AVGO,0.1857014569258861,76.0
2022-07-31,BA,0.26593666159891854,42.0
2022-07-31,BIIB,0.3244856737013937,24.0
2022-07-31,BKR,0.39388951163603453,13.0
2022-07-31,BMY,0.23590169100651237,55.0
2022-07-31,C,0.26478509335518596,45.0
2022-07-31,CB,0.30838511898765264,31.0
2022-07-31,CCL,0.26568064381277695,43.0
2022-07-31,CMG,0.2388571783675719,53.0
2022-07-31,CRM,0.3129693005517486,29.0
2022-07-31,CVX,0.25351989962756766,48.0
2022-07-31,D,0.33212121945457584,22.0
2022-07-31,DAL,0.3223667977850593,25.0
2022-07-31,DD,0.6615103111005263,3.0
2022-07-31,DG,0.30074082258666635,34.0
2022-07-31,DIS,0.1919983570030082,73.0
2022-07-31,DLTR,0.19725545821349333,70.0
2022-07-31,DVN,0.2889973721977225,37.0
2022-07-31,EA,0.42844295176496944,8.0
2022-07-31,EBAY,0.4112745606444706,11.0
2022-07-31,EL,0.20425364995490636,64.0
2022-07-31,ENPH,0.19576867886949986,71.0
2022-07-31,ES,0.19749749164296262,69.0
2022-07-31,F,0.24049912235692633,52.0
2022-07-31,FCX,0.3405389198518144,20.0
2022-07-31,GILD,0.3269837090108511,23.0
2022-07-31,GOOG,0.19125130598249934,74.0
2022-07-31,GOOGL,0.18263665678388163,79.0
2022-07-31,GS,0.3156630347361756,28.0
2022-07-31,HBAN,0.2888364193011237,38.0
2022-07-31,HON,0.36070138454372774,17.0
2022-07-31,ILMN,0.32115361723119923,27.0
2022-07-31,INTC,0.23125446473232406,57.0
2022-07-31,J,0.32145743165709634,26.0
